country,year,Trawling_Hours
Sockeye salmon Igushik River,1968,24501.62
Sockeye salmon Japan High Seas catch sockeye hatchery,1968,25516.77
Sockeye salmon Japan High Seas catch sockeye wild,1968,24366.9
Sockeye salmon Kimsquit,1968,24833.63
Sockeye salmon Kitlope,1968,24106.39
Sockeye salmon Kvichak,1968,26007.17
Sockeye salmon Lake Washington,1968,25994.66
Sockeye salmon Late Stuart,1968,25876.41
Sockeye salmon Long Lake,1968,25221.27
Sockeye salmon Mitchell,1968,25568.89
Sockeye salmon Nadina,1968,25157.07
Sockeye salmon Naknek,1968,25387.06
Sockeye salmon Nass,1968,25200.59
Sockeye salmon Nushagak,1968,26203.79
Sockeye salmon Nuyakuk,1968,25624.46
Sockeye salmon Okhotsk sockeye wild,1968,24792.21
Sockeye salmon Owikeno Lake,1968,24915.62
Sockeye salmon Pasagshak River,1968,23966.17
Sockeye salmon Pitt,1968,25080.79
Sockeye salmon Portage,1968,26253.12
Sockeye salmon Raft,1968,24936.36
Sockeye salmon Seymour,1968,26012.7
Sockeye salmon Skeena,1968,25826.97
Sockeye salmon Stellako,1968,25535.86
Sockeye salmon Togiak,1968,25322.21
Sockeye salmon Ugashik,1968,24638.42
Sockeye salmon Upper Cook Inlet,1968,25641.15
Sockeye salmon Weaver,1968,24707.43
Sockeye salmon Weaver Channel,1968,24888.22
Sockeye salmon West Kamchatka sockeye wild,1968,24928.02
Sockeye salmon Wood,1968,25396.17
Sockeye salmon fennell,1968,25502.05
Sockeye salmon harrison,1968,25096.78
Sockeye salmon scotch,1968,24903.31
Sockeye salmon shuswap,1968,24511.05
Softshell clam  Quebec Coastal Waters,1968,24782.46
South African abalone South Africa,1968,25774.67
South Pacific hake Central-Southern Chile,1968,24402.99
Southern bluefin tuna Southern Oceans,1968,24647.93
Spanish mackerel Gulf of Mexico,1968,24598.91
Spanish mackerel Southern Atlantic coast,1968,24988.86
Spiny dogfish Atlantic Coast,1968,25959.1
"Spiny dogfish Scotian Shelf, Bay of Fundy and Georges Bank",1968,25847.75
Splitnose rockfish Pacific Coast,1968,24694.92
Spotted spiny dogfish Pacific Coast,1968,24193.78
Sprat ICES 6-7abcfghijk,1968,24467.44
Spurdog Northeast Atlantic,1968,25420.72
Striped marlin Indian Ocean,1968,24040.33
Striped marlin Northeast Pacific,1968,25113.92
Striped marlin Western Pacific Ocean,1968,25851.16
Striped marlin Western and Central North Pacific,1968,24535.7
Summer flounder Mid-Atlantic Coast,1968,24372.42
Swordfish Eastern Pacific,1968,24359.82
Swordfish Indian Ocean,1968,24431.63
Swordfish Mediterranean Sea,1968,25612.87
Swordfish North Pacific Ocean,1968,24414.5
Swordfish Northern Atlantic,1968,23784.59
Swordfish South Atlantic,1968,24131.46
Tanner crab Bering Sea and Aleutian Islands,1968,25532.05
Tarakihi Sub-Antarctic,1968,25533.9
Thorny skate Grand Bank and St Pierre Bank,1968,24464.93
Thorny skate Gulf of Maine / Georges Bank-Southern New England,1968,26428.35
Tiger flathead Southeast Australia,1968,24656.73
Tilefish Gulf of Mexico,1968,25087.4
Tilefish Mid-Atlantic Coast,1968,24698.72
Tilefish Southern Atlantic coast,1968,25726.35
Trevally New Zealand Areas TRE 7,1968,24850.57
Turbot Black Sea,1968,24955.01
Turbot Kattegat and Skagerrak,1968,24234.04
Vermilion snapper Gulf of Mexico,1968,24889.63
Vermilion snapper Southern Atlantic coast,1968,25590.65
Walleye pollock Eastern Bering Sea,1968,25836.92
Walleye pollock Northern Sea of Okhotsk,1968,24618.97
West coast rock lobster South Africa Area 7,1968,24478.73
West coast rock lobster South Africa Area 8,1968,26547.42
West coast rock lobster South Africa Areas 1-2,1968,25813.34
West coast rock lobster South Africa Areas 3-4,1968,25713.73
West coast rock lobster South Africa Areas 5-6,1968,24614.78
White hake Gulf of Maine / Georges Bank,1968,25661.06
White hake Northern Gulf of St. Lawrence,1968,24834.65
"White hake Scotian Shelf, Bay of Fundy and Georges Bank",1968,24423.35
White hake Southern Gulf of St. Lawrence,1968,24094.89
White hake St. Pierre Bank,1968,24290.7
White marlin Atlantic Ocean,1968,25129.73
Whiting Rockall Bank,1968,25443.75
Widow rockfish Pacific Coast,1968,25012.22
Winter flounder Georges Bank,1968,25043.35
Winter flounder Southern Gulf of St. Lawrence,1968,24216.98
Winter skate Gulf of Maine / Cape Hatteras,1968,25870.28
Witch flounder Gulf of St. Lawrence,1968,25546.63
Witch flounder ICES 3a-4-7d,1968,24814.1
Yelloweye rockfish Pacific Coast,1968,25009.05
Yelloweye rockfish Pacific Coast of Canada (Inside),1968,24230.6
Yellowfin sole Bering Sea and Aleutian Islands,1968,24208.69
Yellowfin tuna Atlantic Ocean,1968,25342.75
Yellowfin tuna Central Western Pacific Ocean,1968,24865.26
Yellowfin tuna Eastern Pacific,1968,25465.92
Yellowfin tuna Indian Ocean,1968,24600.61
Yellowtail flounder Georges Bank,1968,25807.09
Yellowtail flounder Grand Banks,1968,25553.75
Yellowtail rockfish Northern Pacific Coast,1968,26078.6
Yellowtail snapper Southern Atlantic coast and Gulf of Mexico,1968,24703.34
Acadian redfish Gulf of Maine / Georges Bank,1969,24497.28
Acadian redfish NAFO Division 2J3K,1969,25500.09
Acadian redfish NAFO Division 3LNO and Units 1 and 2,1969,24445.11
Acadian redfish Unit 3,1969,24208.75
Alaska skate Bering Sea and Aleutian Islands,1969,25751.5
Albacore tuna Indian Ocean,1969,25060.75
Albacore tuna Mediterranean Sea,1969,25960.09
Albacore tuna North Pacific Ocean,1969,25262.68
Albacore tuna Northern Atlantic,1969,24382.99
Albacore tuna South Atlantic,1969,24824.06
Albacore tuna South Pacific Ocean,1969,24341.71
American lobster Gaspe (LFA 19-21),1969,25183.35
American lobster Lobster Fishing Area 34,1969,25916.06
American lobster Lobster Fishing Areas 3-14,1969,26171.72
American lobster Lobster Fishing Areas 35-38,1969,24604.47
American lobster Magdalen Islands (LFA 22),1969,25558.25
American lobster Southern Gulf of St. Lawrence,1969,24134.29
American plaice Flemish Cap,1969,24197.55
American plaice Grand Banks,1969,25731.96
American plaice Gulf of Maine / Georges Bank,1969,25663.01
American plaice Labrador - NE Newfoundland,1969,27038.31
American plaice Scotian Shelf and Bay of Fundy,1969,25084.76
American plaice Southern Gulf of St. Lawrence,1969,25542.13
American plaice St. Pierre Bank,1969,25225.66
Anchovy Northern Spain,1969,24842.75
Anchovy South Africa,1969,25264.63
Arrowtooth flounder Gulf of Alaska,1969,25314.97
Arrowtooth flounder Pacific Coast,1969,23986.5
Atlantic bluefin tuna Eastern Atlantic,1969,25750.01
Atlantic bluefin tuna Western Atlantic,1969,24913.05
Atlantic butterfish Gulf of Maine / Cape Hatteras,1969,24282.35
Atlantic cod Eastern Baltic,1969,25034.92
Atlantic cod Eastern Scotian Shelf,1969,24958.67
Atlantic cod Faroe Bank,1969,24611.57
Atlantic cod Faroe Plateau,1969,25563.68
Atlantic cod Flemish Cap,1969,25599.37
Atlantic cod ICES 3a(west)-4-7d,1969,26233.87
Atlantic cod Iceland Grounds,1969,25114.54
Atlantic cod Irish Sea,1969,24512.4
Atlantic cod NAFO 1abdce,1969,26342.65
Atlantic cod NAFO 1f and ICES 14,1969,24489.39
Atlantic cod NAFO Subarea 1 (inshore),1969,24183.81
Atlantic cod North-East Arctic,1969,24459.1
Atlantic cod Northern Gulf of St. Lawrence,1969,25482.32
Atlantic cod Southern Grand Banks,1969,24959.98
Atlantic cod Southern Gulf of St. Lawrence,1969,25099.76
Atlantic cod Southern Labrador-Eastern Newfoundland,1969,25073.6
Atlantic cod St. Pierre Bank,1969,24568.24
Atlantic cod Western Baltic,1969,25750.42
"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1969,24706.7
Atlantic halibut Gulf of Maine / Georges Bank,1969,25233.89
Atlantic menhaden Atlantic,1969,25301.13
Atlantic sharpnose shark Atlantic,1969,24466.47
Atlantic surfclam Mid-Atlantic Coast,1969,25280.68
Atlantic wolffish Gulf of Maine / Georges Bank,1969,24956.71
Aurora rockfish Pacific Coast,1969,26478.05
Australian salmon New Zealand,1969,25777.72
Barndoor skate Gulf of Maine / Georges Bank-Southern New England,1969,23914.74
Big skate Hecate Strait,1969,25936.02
Big skate Queen Charlotte Sound,1969,24785.02
Big skate West Coast of Vancouver Island,1969,24392.05
Bigeye tuna Atlantic Ocean,1969,25913.15
Bigeye tuna Central Western Pacific Ocean,1969,24603.47
Bigeye tuna Eastern Pacific,1969,24841.4
Bigeye tuna Indian Ocean,1969,24740.63
Bight redfish Southeast Australia,1969,25803.74
Black cardinalfish East coast of North Island,1969,25821.07
Black marlin Indian Ocean,1969,24514.78
Black rockfish California,1969,25632.4
Black rockfish Oregon Coast,1969,26112.09
Black rockfish Washington,1969,25726.69
Black sea bass Mid-Atlantic Coast,1969,25725.16
Black sea bass South Atlantic,1969,26031.6
Blackgill rockfish Pacific Coast,1969,25650.13
Blacknose shark Atlantic,1969,24057.46
Blue crab Chesapeake Bay,1969,26147.31
Blue grenadier New South Wales to Western Australia,1969,25162.74
Blue ling ICES 5b-6-7,1969,26555.83
Blue marlin Atlantic Ocean,1969,25994.38
Blue marlin Pacific Ocean,1969,24967.85
Blue rockfish California,1969,26615.3
Bluenose New Zealand,1969,25405.3
Bocaccio British Columbia Waters,1969,25404.74
Bocaccio Southern Pacific Coast,1969,25488.6
Bonnethead shark Atlantic,1969,25409.17
Brill ICES 3a-4-7d,1969,25118.11
Brown rockfish Pacific Coast,1969,25805.15
Brown tiger shrimp Northern Australia,1969,25702.37
Cabezon Northern California,1969,25898.19
Cabezon Southern California,1969,25806.72
California scorpionfish Southern California,1969,26293.9
Canary rockfish Pacific Coast,1969,25546.67
Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,1969,24500.33
Cape horse mackerel South Africa South coast,1969,24008.48
Capelin Gulf of St. Lawrence,1969,25601.84
Chilean herring Central-Southern Chile,1969,26399.67
Chilean jack mackerel Chilean EEZ and offshore,1969,25336.37
Chilipepper Southern Pacific Coast,1969,25837.38
China rockfish Central Pacific Coast,1969,25519.25
China rockfish Northern Pacific Coast,1969,25287.17
China rockfish Southern Pacific Coast,1969,24653.45
Chum salmon AK Pen Southeastern and South-central Districts,1969,24802.41
Chum salmon AK Pen Southwestern and Unimak Districts,1969,25370.98
Chum salmon Amur chum wild,1969,26006.21
Chum salmon Anadyr chum wild,1969,25501.83
Chum salmon Area 10,1969,25032.42
Chum salmon Area 6,1969,25678.71
Chum salmon Area 8,1969,26266.95
Chum salmon Area 9,1969,26061.72
Chum salmon Bear River,1969,26164.09
"Chum salmon Bechevin, Swanson (Northwestern District)",1969,25473.14
Chum salmon CaribouFlats,1969,25561.53
Chum salmon Chignik Central District,1969,25505.26
Chum salmon Chignik Eastern District,1969,24960.02
Chum salmon Chignik Western District,1969,25564.64
Chum salmon Cinder River,1969,25224.64
Chum salmon Columbia R,1969,25324.76
Chum salmon East Alsek River,1969,24430.24
Chum salmon East Kamchatka chum wild,1969,25946.12
Chum salmon Golovin,1969,26440.38
Chum salmon Goodnews River,1969,24803.03
Chum salmon Grays Harbour,1969,25286.99
Chum salmon Hood Canal,1969,25299.42
Chum salmon Inner South Coast (Fraser plus Mainland),1969,25436.27
"Chum salmon Izembek, Moffet (Northwestern District)",1969,24866.79
Chum salmon Japan High Seas catch chum hatchery,1969,25533.89
Chum salmon Japan High Seas catch chum wild,1969,25714.92
Chum salmon Japan coastal chum hatchery,1969,25185.77
Chum salmon Juan de Fuca Straits,1969,25982.78
Chum salmon Kadashan Creek,1969,25370.75
Chum salmon Kanektok River,1969,26022.42
Chum salmon Kotzebue Sound,1969,24132.97
Chum salmon Kuskokwim,1969,25148.68
Chum salmon Kwiniuk and Tubutulik Rivers (Norton Sound),1969,26469.23
Chum salmon NelsonLagoon,1969,26077.09
Chum salmon Nooksack and Samish Rivers,1969,25205.04
Chum salmon Norton Bay,1969,25092.1
Chum salmon Norton Sound District 1,1969,25400.96
Chum salmon Okhotsk chum wild,1969,24570.52
Chum salmon PMollerBt,1969,25185.74
Chum salmon Perryville District,1969,24624.87
Chum salmon Port Dick and Island Creek,1969,25556.1
Chum salmon PortHeiden,1969,24271.95
Chum salmon Primorye chum wild,1969,25423.67
Chum salmon Rocky River,1969,26463.12
Chum salmon Shaktoolik,1969,24698.49
Chum salmon Skagit River,1969,25069.5
Chum salmon South Sound Fall Run,1969,26259.51
Chum salmon South Sound Summer Run,1969,25125.66
Chum salmon South Sound Winter Run,1969,23838.93
Chum salmon Stillaguamish and Snohomish Rivers,1969,24636.25
Chum salmon ThreeHills,1969,25229.02
Chum salmon Unalakleet,1969,26248.31
Chum salmon Upper Cook Inlet,1969,24754.1
Chum salmon West Kamchatka chum wild,1969,25322.95
Chum salmon Willapa Bay,1969,24722.61
Chum salmon Yukon River Fall Run,1969,23936.44
Chum salmon Yukon River Summer Run,1969,25939.63
Cobia Gulf of Mexico,1969,24441.69
Cobia Southern Atlantic coast,1969,24676.46
Common gemfish New Zealand,1969,24291.88
Common gemfish Southeast Australia,1969,24969.32
Common sole ICES 7bc,1969,24378.43
Common sole Irish Sea,1969,24629.71
Common sole North Sea,1969,25150.55
Common sole Western English Channel,1969,24718.96
Copper rockfish Pacific Coast,1969,25530.33
Cowcod Southern California,1969,25428.02
Dab ICES 3a-4,1969,25489.51
Darkblotched rockfish Pacific Coast,1969,25205.56
Deep water cape hake South Africa,1969,25417.18
Deepwater redfish NAFO Divisions 2J3K-3LNO,1969,24941.99
Deepwater redfish Units 1 and 2,1969,24691.28
Dover sole Pacific Coast,1969,24118.52
Dredge oyster Foveax Strait,1969,24925.63
Dusky shark Gulf of Mexico and Atlantic,1969,24151.92
English sole Hecate Strait,1969,25536.4
English sole Pacific Coast,1969,25715.24
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,1969,25637.39
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1969,24141.25
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,1969,26460.67
European flounder ICES 3a-4,1969,25972.19
European plaice ICES 7bc,1969,25101.68
European plaice North Sea,1969,23878.45
Gag Gulf of Mexico,1969,24305.81
Gag Southern Atlantic coast,1969,25365.33
Giant stargazer NZ Area STA7,1969,25381.21
Golden redfish ICES 5-6-12-14,1969,25015.49
Goliath grouper Southern Atlantic coast and Gulf of Mexico,1969,25529.96
Gopher rockfish Southern Pacific Coast,1969,25732.04
Gray triggerfish Gulf of Mexico,1969,25142.85
Greater amberjack Gulf of Mexico,1969,25177.1
Greater amberjack Southern Atlantic coast,1969,26067.53
Greater silver smelt ICES 6b-7-8-9-10-12,1969,25047.83
Greenland halibut Bering Sea and Aleutian Islands,1969,25110.37
Greenland halibut ICES 5-6-12-14,1969,25150.64
Greenland halibut Labrador Shelf - Grand Banks,1969,24469.3
Greenland halibut North-East Arctic,1969,24474.05
Greenspotted rockfish Northern Pacific Coast,1969,26091.68
Greenspotted rockfish Southern Pacific Coast,1969,24717.93
Greenstriped rockfish Pacific Coast,1969,24459.62
Grooved tiger prawn Northern Australia,1969,25386.7
Gulf menhaden Gulf of Mexico,1969,24790.23
Haddock Faroe Plateau,1969,24667.35
Haddock Georges Bank,1969,26070.75
Haddock Grand Banks,1969,26343.47
Haddock Gulf of Maine,1969,26061.57
Haddock North-East Arctic,1969,26669.61
Herring ICES 3a-4-7d,1969,25461.09
Herring ICES 5a-7bc,1969,26302.21
Herring ICES 7a-g-h-j,1969,25756.58
Herring NAFO division 4R (Spring spawners),1969,24873.28
Herring Newfoundland East and South Coast,1969,24983.54
Herring Northwestern Atlantic Coast,1969,26381.67
Herring Scotian Shelf and Bay of Fundy,1969,25682.29
Herring West of Scotland,1969,26167.9
Indo Pacific blue marlin Indian Ocean,1969,26455.97
Jackass morwong Eastern half of Southeast Australia,1969,25268.55
Japanese amberjack Japan,1969,25627.92
Japanese anchovy Inland Sea of Japan,1969,25712.46
Japanese flounder Inland Sea of Japan,1969,24704.31
Japanese sardine Tsushima Strait,1969,24632.16
Kelp greenling Oregon Coast,1969,24355.46
King mackerel Gulf of Mexico,1969,24201.46
King mackerel Southern Atlantic coast,1969,24744.09
Lemon sole ICES 3a-4-7d,1969,24563.37
Ling New Zealand Areas LIN 3 and 4,1969,24632.13
Ling New Zealand Areas LIN 5 and 6,1969,25295.34
Ling New Zealand Areas LIN 72,1969,24273.65
Ling New Zealand Areas LIN 7WC-WCSI,1969,24672.67
Ling Southeast Australia,1969,25101.83
Ling Western half of Southeast Australia,1969,25667.73
Lingcod Northern Pacific Coast,1969,25593.18
Lingcod Southern Pacific Coast,1969,25831.21
Lingcod Strait of Georgia,1969,26203.56
Little skate Gulf of Maine / Cape Hatteras,1969,24058.84
Longfin inshore squid Atlantic Coast,1969,25966.17
Longnose skate Hecate Strait,1969,25860.6
Longnose skate Pacific Coast,1969,25295.53
Longnose skate Queen Charlotte Sound,1969,24934.65
Longnose skate West Coast of Vancouver Island,1969,25528.05
Longspine thornyhead Pacific Coast,1969,26501.45
Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),1969,25402.46
Monkfish NAFO Divisions 3LNOPs,1969,26221.82
New Zealand snapper New Zealand Area 8 (Auckland and Central West),1969,24466.91
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1969,24225.91
New Zealand snapper New Zealand SNA 1 east Northland,1969,24268.1
New Zealand snapper New Zealand SNA 7,1969,24564.46
Northern rockfish Gulf of Alaska,1969,26050.04
Northern shortfin squid Northwestern Atlantic Coast,1969,25890.32
Northern shrimp Gulf of Maine,1969,24287.95
Northern shrimp Gulf of St. Lawrence,1969,24444.06
"Norway lobster Adriatic Sea (GSA 17,18)",1969,25652.11
Norway lobster Irish Sea West (FU 15),1969,24787.49
Norway lobster Skagerak Kattegat (FU 3-4),1969,24374.08
Nylon shrimp Central-Southern Chile,1969,25421.69
Nylon shrimp Northern Chile,1969,25302.51
Ocean pout Northwestern Atlantic Coast,1969,25653.53
Orange roughy East and South Chatham Rise,1969,26065.01
Orange roughy New Zealand Challenger Plateau,1969,25880.84
Orange roughy New Zealand Mid East Coast,1969,25513.07
Orange roughy Northwest Chatham Rise,1969,24697.61
Pacific bluefin tuna Pacific Ocean,1969,24716.54
Pacific chub mackerel Pacific Coast,1969,25042.09
Pacific cod Hecate Strait,1969,25666.86
Pacific cod Queen Charlotte Sound,1969,24766.98
Pacific cod Sea of Japan,1969,24629.24
Pacific cod West Coast of Vancouver Island,1969,25506.13
Pacific hake Pacific Coast,1969,24039.88
Pacific halibut North Pacific,1969,24630.8
Pacific herring Central Coast,1969,25077.79
Pacific herring Prince Rupert District,1969,25558.36
Pacific herring Queen Charlotte Islands,1969,24559.7
Pacific herring Strait of Georgia,1969,25004.53
Pacific herring West Coast of Vancouver Island,1969,25699.98
Pacific ocean perch Eastern Bering Sea and Aleutian Islands,1969,25555.41
Pacific ocean perch Gulf of Alaska,1969,25111.56
Pacific ocean perch Haida Gwaii,1969,25433.4
Pacific ocean perch Pacific Coast,1969,25293.64
Pacific ocean perch West Coast of Vancouver Island,1969,25667.86
Patagonian toothfish South Africa Subantarctic Prince Edward Islands,1969,25892.15
Paua NZ Area North PAUA 5A,1969,24513.07
Paua NZ Area South PAUA 5A,1969,24642.33
Paua New Zealand Area PAU 5B (Stewart Island),1969,24356.84
Paua New Zealand Area PAU 5D (Otago),1969,25182.84
Paua New Zealand Area PAU 7 (Marlborough),1969,25729.75
Peruvian anchoveta North-Central Peruvian coast,1969,24185.04
Petrale sole Pacific Coast,1969,26014.23
Pink salmon AK Pen Northwestern District,1969,25042.11
Pink salmon AK Pen Southeastern and South-central Districts,1969,24900.55
Pink salmon AK Pen Southwestern and Unimak Districts,1969,26588.67
Pink salmon Affleck Cl (District105),1969,25321.11
Pink salmon Amakdedori Creek (Kamishak D),1969,25397.3
Pink salmon Amur pink wild,1969,24771.0
Pink salmon Anadyr pink wild,1969,24848.91
Pink salmon Anan (District107),1969,24541.99
Pink salmon Area 10,1969,25050.46
Pink salmon Area 12,1969,25313.89
Pink salmon Area 13,1969,25202.04
Pink salmon Area 2E,1969,25946.87
Pink salmon Area 6,1969,25194.84
Pink salmon Area 8,1969,24823.29
Pink salmon Area 9,1969,25326.5
Pink salmon Barabara (Southern D),1969,24878.04
Pink salmon Baranof E (District109),1969,26063.61
Pink salmon BetwLoandBte (Area 13),1969,24543.87
Pink salmon BondSound (Area 12),1969,25582.93
Pink salmon Bruin River,1969,25942.75
Pink salmon Burnett (District106),1969,26050.89
Pink salmon Burrard,1969,26075.66
Pink salmon Bute Inlt (Area 13),1969,24957.14
Pink salmon Ch/Vedder,1969,25060.44
Pink salmon Chignik Bay District,1969,25414.02
Pink salmon Chignik Central District,1969,25079.07
Pink salmon Chignik Eastern District,1969,25889.26
Pink salmon Chignik Western District,1969,25704.95
Pink salmon China Poot (Southern D),1969,25283.59
Pink salmon Coghill District,1969,24442.2
Pink salmon Dogfish (Southern D),1969,25295.88
Pink salmon Dosewallips (Hood Canal),1969,25513.53
Pink salmon Duckabush (Hood Canal),1969,24992.74
Pink salmon Dungeness (Juan de Fuca),1969,24999.63
Pink salmon EBehm (District 101),1969,25167.63
Pink salmon EDall (District103),1969,25067.49
Pink salmon East Kamchatka pink wild,1969,25926.42
Pink salmon East Sakhalin pink wild,1969,25246.46
Pink salmon Eliza Hbr (District109),1969,26147.32
Pink salmon Farragut (District110),1969,26171.64
Pink salmon Freshw By (District112),1969,24596.32
Pink salmon GeorgiaHowe (Area 16),1969,25616.95
Pink salmon Golovin,1969,24482.15
Pink salmon Hamma Hamma (Hood Canal),1969,25452.34
Pink salmon Harrison,1969,26382.79
Pink salmon Hetta (District103),1969,25652.42
Pink salmon Homeshor (District114),1969,25765.29
Pink salmon Homfroy C (Area 15),1969,26028.57
Pink salmon Hoonah S (District113),1969,24968.13
Pink salmon Houghton (District110),1969,25742.97
Pink salmon Humpy Creek (Cook Inlet Southern D),1969,25159.08
Pink salmon Japan High Seas catch pink hatchery,1969,25686.26
Pink salmon Japan High Seas catch pink wild,1969,26225.03
Pink salmon Japan coastal pink hatchery,1969,24279.15
Pink salmon Japan coastal pink wild,1969,25923.78
Pink salmon Jervis Inlet (Area 16),1969,26206.94
Pink salmon Kasaan (District102),1969,25685.9
Pink salmon Kelp By (District112),1969,24872.24
Pink salmon KingcomeInlet (Area 12),1969,24861.4
Pink salmon Klawock (District103),1969,25952.3
Pink salmon KnightInlet (Area 12),1969,25698.72
Pink salmon Kuskokwim,1969,24537.91
Pink salmon Lisianski (District113),1969,24494.9
Pink salmon Little Kamishak River (Kamishak D),1969,26907.81
Pink salmon Loughb It (Area 13),1969,26222.45
Pink salmon Lynn Cnl (District112),1969,26104.85
Pink salmon Lynn Cnl (District115),1969,24110.74
Pink salmon Main Fraser,1969,26147.23
Pink salmon Moira (District102),1969,25199.83
Pink salmon Montague District,1969,25629.41
Pink salmon Moses Point and Norton Bay (Norton Sound),1969,24208.22
Pink salmon Nchichago (District114),1969,25818.3
Pink salmon NearKingcome (Area 12),1969,25156.29
Pink salmon Nisqually (Puget Sound),1969,24708.2
Pink salmon Nome (Norton Sound),1969,25008.14
Pink salmon Nooksack (Puget Sound),1969,25685.8
Pink salmon Northern/Unakwik District,1969,25210.95
Pink salmon Okhotsk pink wild,1969,26493.07
Pink salmon PWS Eastern District,1969,26156.14
Pink salmon PWS Northwestern District,1969,25035.5
Pink salmon PWS Southeastern District,1969,25448.39
Pink salmon PWS Southwest District,1969,26119.55
Pink salmon Perryville District,1969,25726.09
Pink salmon Port Chatham (Outer D),1969,24999.17
Pink salmon Port Dick (Outer D),1969,25455.06
Pink salmon Port Graham (Southern D),1969,25376.56
Pink salmon Portage B (District110),1969,25260.84
Pink salmon Portland (District 101),1969,25225.38
Pink salmon Portlock (District113),1969,25725.33
Pink salmon Primorye pink wild,1969,25983.41
Pink salmon Puyallup (Puget Sound),1969,25677.37
Pink salmon Pybus/Ga (District110),1969,25758.18
Pink salmon Quatam R (Area 13),1969,26550.09
Pink salmon Ratz Hbr (District106),1969,26079.24
Pink salmon Resurrection Bay (Eastern D),1969,26249.84
Pink salmon Rocky River (Outer D),1969,24106.13
Pink salmon SE Baran (District109),1969,25010.76
Pink salmon SWAdmir (District112),1969,24149.9
Pink salmon Saginw By (District109),1969,25433.59
Pink salmon Salisbury (District113),1969,25710.37
Pink salmon Sashin Creek (Northern Inside),1969,24616.38
Pink salmon SeaOtter (District103),1969,26327.02
Pink salmon Sechelt It  (Area 16),1969,24941.91
Pink salmon Seldovia Bay  (Southern D),1969,25617.09
Pink salmon SetonArea,1969,24909.71
Pink salmon Seymour (District111),1969,24736.22
Pink salmon Shaktoolik (Norton Sound),1969,26483.87
Pink salmon Shipley (District105),1969,24751.98
Pink salmon Sitka Sd (District113),1969,25539.85
Pink salmon Situk River,1969,24049.42
Pink salmon Skagit (Puget Sound),1969,24752.33
Pink salmon Slocum (District113),1969,25830.96
Pink salmon Snohomish (Puget Sound),1969,25842.15
Pink salmon South AK Peninsula w/o Chignik,1969,25325.21
Pink salmon Squamish,1969,25415.77
Pink salmon Stephens (District111),1969,24012.45
Pink salmon Stikine (District108),1969,24246.82
Pink salmon Stillaguamish (Puget Sound),1969,25142.38
Pink salmon Sunday and Browns Peak Creek (Kamishak D),1969,25506.08
Pink salmon Tebenkof (District109),1969,24508.78
Pink salmon Tenakee (District112),1969,26258.3
Pink salmon Thompson,1969,25415.24
Pink salmon Toba Inlt (Area 15),1969,25439.34
Pink salmon Totem By (District106),1969,25936.36
Pink salmon Tutka (Southern D),1969,24358.11
Pink salmon Unalakleet (Norton Sound),1969,24481.87
Pink salmon Union By (District107),1969,26153.54
Pink salmon Upper Cook Inlet,1969,25199.9
Pink salmon VancIsland (Area 13),1969,25567.41
Pink salmon WAdmiral (District112),1969,25246.42
Pink salmon WBehm (District 101),1969,25011.45
Pink salmon Wcrawfish (District113),1969,25676.3
Pink salmon West Kamchatka pink wild,1969,25891.19
Pink salmon Whale By (District113),1969,25944.92
Pink salmon Whale Pe (District106),1969,26035.68
Pink salmon Windy Creek (Outer D),1969,25426.37
Pointhead flounder Sea of Japan,1969,24026.68
Pollock Faroe Plateau,1969,24469.07
Pollock Gulf of Maine / Georges Bank,1969,25382.2
Pollock ICES 3a-4-6,1969,24403.14
Pollock North-East Arctic,1969,24879.66
Pollock St. Pierre Bank,1969,23903.31
Porbeagle shark Canadian Atlantic Ocean,1969,25182.29
Porbeagle shark Northeast Atlantic,1969,24895.45
Quillback rockfish Pacific Coast of Canada (Inside),1969,24401.3
Quillback rockfish Pacific Coast of Canada (Outside),1969,24498.69
Red king crab Bristol Bay,1969,25481.84
Red rock lobster New Zealand Area CRA1,1969,26166.31
Red rock lobster New Zealand Area CRA2,1969,25993.65
Red rock lobster New Zealand Area CRA3,1969,25548.88
Red rock lobster New Zealand Area CRA4,1969,25915.84
Red rock lobster New Zealand Area CRA5,1969,25545.98
Red rock lobster New Zealand Area CRA7,1969,25278.02
Red rock lobster New Zealand Area CRA8,1969,24955.07
Red seabream East China Sea,1969,24450.72
Red seabream ICES 6-7-8,1969,25680.13
Red snapper Gulf of Mexico,1969,26069.76
Red snapper Southern Atlantic coast,1969,24552.43
Red squat lobster Central-Southern Chile,1969,24340.75
Redfish species Gulf of St. Lawrence and Cabot Strait,1969,26260.63
Redfish species N and SW Grand Banks,1969,26230.43
Redfish species West Greenland,1969,26632.45
Rex sole Pacific Coast,1969,24191.28
Rock lobster South Australia Northern Zone,1969,24409.87
Rock lobster South Australia Southern Zone,1969,24942.42
Rock sole Hecate Strait,1969,24129.42
Rock sole Queen Charlotte Sound,1969,25742.26
Rosette skate Mid-Atlantic Coast,1969,24459.04
