Year,Month,Day,Sea_Surface_Temperature,Fishing_Effort_Hours,Fish_Biomass
2005,8,4,24.07,1390,31832
2005,8,5,23.77,1256,32124
2005,8,6,24.39,1392,32148
2005,8,7,23.95,1415,32437
2005,8,8,23.56,1289,32291
2005,8,9,23.56,1250,32322
2005,8,10,23.57,1377,32328
2005,8,11,23.45,1359,32827
2005,8,12,24.17,1318,31811
2005,8,13,23.87,1262,32240
2005,8,14,23.45,1273,32793
2005,8,15,23.84,1405,32319
2005,8,16,23.15,1256,32906
2005,8,17,24.39,1394,31700
2005,8,18,24.25,1251,32816
2005,8,19,24.5,1293,31790
2005,8,20,23.71,1408,31862
2005,8,21,24.09,1300,32417
2005,8,22,23.19,1371,32348
2005,8,23,24.29,1321,31921
2005,8,24,23.53,1384,32708
2005,8,25,23.19,1398,31939
2005,8,26,23.42,1228,32185
2005,8,27,23.99,1282,32870
2005,8,28,23.44,1395,32680
2005,8,29,23.59,1412,32027
2005,8,30,23.87,1356,31884
2005,8,31,23.72,1328,32591
2005,9,1,24.11,1230,32731
2005,9,2,22.83,1358,32261
2005,9,3,23.07,1233,32215
2005,9,4,23.05,1252,32921
2005,9,5,23.08,1269,32156
2005,9,6,23.7,1303,32646
2005,9,7,23.76,1287,32267
2005,9,8,22.45,1284,32205
2005,9,9,23.61,1295,31960
2005,9,10,23.08,1295,32539
2005,9,11,23.4,1388,31819
2005,9,12,23.35,1251,32428
2005,9,13,23.36,1324,31935
2005,9,14,23.47,1384,31970
2005,9,15,23.39,1232,32489
2005,9,16,23.02,1391,32444
2005,9,17,23.8,1307,32550
2005,9,18,23.72,1227,32572
2005,9,19,22.66,1355,32031
2005,9,20,23.23,1367,31972
2005,9,21,23.83,1338,32388
2005,9,22,23.57,1241,32146
2005,9,23,23.03,1303,32091
2005,9,24,23.57,1242,32217
2005,9,25,24.32,1247,32741
2005,9,26,23.76,1254,32171
2005,9,27,24.3,1263,32169
2005,9,28,23.13,1232,32874
2005,9,29,24.25,1317,32426
2005,9,30,23.58,1339,32622
2005,10,1,23.61,1411,32232
2005,10,2,23.48,1259,32082
2005,10,3,23.51,1271,32195
2005,10,4,24.16,1312,31943
2005,10,5,24.65,1301,32265
2005,10,6,23.75,1342,32689
2005,10,7,23.51,1404,32313
2005,10,8,24.35,1327,31729
2005,10,9,24.51,1267,31995
2005,10,10,23.57,1333,32559
2005,10,11,24.23,1295,32537
2005,10,12,23.5,1284,32341
2005,10,13,23.72,1280,32914
2005,10,14,24.18,1401,31977
2005,10,15,23.56,1244,32855
2005,10,16,24.06,1261,32598
2005,10,17,23.7,1402,32286
2005,10,18,23.75,1229,32829
2005,10,19,24.15,1245,32653
2005,10,20,23.89,1396,31800
2005,10,21,23.62,1410,31762
2005,10,22,23.75,1260,32267
2005,10,23,24.42,1346,31956
2005,10,24,23.87,1233,32790
2005,10,25,23.97,1308,32679
2005,10,26,23.53,1362,32547
2005,10,27,23.99,1370,32702
2005,10,28,24.5,1403,32166
2005,10,29,23.93,1297,32809
2005,10,30,23.74,1361,32666
2005,10,31,24.22,1370,31847
2005,11,1,24.26,1393,31635
2005,11,2,25.72,1381,32341
2005,11,3,25.14,1326,32353
2005,11,4,25.13,1283,31862
2005,11,5,25.23,1342,31998
2005,11,6,24.69,1268,32685
2005,11,7,25.22,1393,32231
2005,11,8,24.68,1268,32508
2005,11,9,24.61,1382,31900
2005,11,10,24.75,1270,32088
2005,11,11,25.52,1337,31693
2005,11,12,25.25,1224,32571
2005,11,13,25.26,1263,32508
2005,11,14,25.09,1231,32577
2005,11,15,25.18,1401,31596
2005,11,16,25.21,1299,32301
2005,11,17,25.36,1406,32046
2005,11,18,25.2,1382,32333
2005,11,19,25.09,1368,31863
2005,11,20,24.86,1295,32539
2005,11,21,25.32,1232,31772
2005,11,22,25.24,1377,31717
2005,11,23,24.49,1294,31909
2005,11,24,24.64,1288,32244
2005,11,25,24.8,1372,31634
2005,11,26,25.07,1255,32242
2005,11,27,25.06,1235,32429
2005,11,28,24.81,1345,32601
2005,11,29,24.58,1302,32611
2005,11,30,24.32,1238,32532
2005,12,1,26.0,1350,31716
2005,12,2,27.26,1387,31221
2005,12,3,25.9,1400,31430
2005,12,4,26.69,1265,32180
2005,12,5,26.08,1288,31811
2005,12,6,27.04,1260,31691
2005,12,7,26.42,1244,31943
2005,12,8,26.92,1238,31614
2005,12,9,26.19,1361,32146
2005,12,10,26.92,1247,32023
2005,12,11,26.55,1289,31676
2005,12,12,26.44,1251,31987
2005,12,13,26.67,1281,32280
2005,12,14,26.98,1262,31422
2005,12,15,26.53,1392,31994
2005,12,16,26.41,1401,31501
2005,12,17,27.13,1388,31935
2005,12,18,26.3,1343,31769
2005,12,19,26.83,1343,31470
2005,12,20,26.98,1380,31613
2005,12,21,27.01,1294,31899
2005,12,22,26.42,1264,31698
2005,12,23,26.58,1222,31741
2005,12,24,27.03,1353,31294
2005,12,25,25.75,1233,32412
2005,12,26,26.01,1341,32157
2005,12,27,27.1,1271,32177
2005,12,28,26.7,1244,31773
2005,12,29,25.75,1273,32150
2005,12,30,26.29,1317,32267
2005,12,31,26.81,1324,31522
2006,1,1,28.12,1400,31701
2006,1,2,28.43,1293,31948
2006,1,3,27.95,1435,31611
2006,1,4,27.71,1379,31943
2006,1,5,27.75,1370,32169
2006,1,6,28.24,1342,32056
2006,1,7,27.82,1248,31622
2006,1,8,27.82,1428,31239
2006,1,9,27.97,1417,31386
2006,1,10,27.73,1387,31892
2006,1,11,28.43,1259,32230
2006,1,12,27.57,1310,31660
2006,1,13,28.08,1250,31894
2006,1,14,27.71,1276,32152
2006,1,15,27.34,1387,31439
2006,1,16,27.71,1379,31717
2006,1,17,27.87,1311,32012
2006,1,18,28.19,1354,32104
2006,1,19,29.07,1398,31711
2006,1,20,27.69,1434,31548
2006,1,21,28.13,1402,32078
2006,1,22,28.22,1425,32096
2006,1,23,27.81,1305,31692
2006,1,24,28.18,1360,31853
2006,1,25,27.93,1384,31901
2006,1,26,28.36,1244,31642
2006,1,27,27.96,1277,31982
2006,1,28,27.77,1240,32239
2006,1,29,28.36,1257,31591
2006,1,30,27.73,1293,32065
2006,1,31,27.84,1375,31841
2006,2,1,29.54,1272,32008
2006,2,2,28.98,1379,31460
2006,2,3,29.41,1408,31193
2006,2,4,28.63,1264,31379
2006,2,5,28.95,1269,32163
2006,2,6,29.07,1357,31930
2006,2,7,29.88,1394,31530
2006,2,8,28.43,1315,32172
2006,2,9,29.74,1419,31716
2006,2,10,29.76,1401,31336
2006,2,11,28.65,1316,31548
2006,2,12,29.78,1428,31540
2006,2,13,28.88,1269,32201
2006,2,14,29.18,1299,31851
2006,2,15,29.5,1262,31539
2006,2,16,29.21,1294,31382
2006,2,17,29.76,1424,31795
2006,2,18,29.59,1421,31189
2006,2,19,29.38,1309,31162
2006,2,20,29.28,1429,31781
2006,2,21,28.99,1416,31622
2006,2,22,29.18,1322,32166
2006,2,23,29.46,1365,31736
2006,2,24,28.51,1389,31801
2006,2,25,28.97,1427,31935
2006,2,26,28.79,1244,31904
2006,2,27,28.71,1326,31775
2006,2,28,29.15,1336,31695
2006,3,1,29.58,1321,31311
2006,3,2,29.82,1352,31014
2006,3,3,29.34,1265,31857
2006,3,4,29.62,1315,31600
2006,3,5,29.42,1358,31480
2006,3,6,29.06,1274,31765
2006,3,7,29.64,1308,31912
2006,3,8,28.96,1416,31171
2006,3,9,29.11,1347,32022
2006,3,10,29.19,1388,31753
2006,3,11,29.21,1375,31779
2006,3,12,29.23,1328,31777
2006,3,13,28.98,1321,31759
2006,3,14,29.31,1285,31887
2006,3,15,29.67,1255,31886
2006,3,16,28.48,1295,31794
2006,3,17,29.64,1410,31776
2006,3,18,29.92,1374,31094
2006,3,19,29.86,1303,31220
2006,3,20,29.31,1389,31592
2006,3,21,29.66,1280,31755
2006,3,22,29.6,1301,31860
2006,3,23,29.77,1290,31700
2006,3,24,29.16,1410,31559
2006,3,25,29.09,1270,31613
2006,3,26,29.5,1400,31768
2006,3,27,30.25,1271,31992
2006,3,28,28.63,1391,31182
2006,3,29,29.41,1241,31315
2006,3,30,29.27,1351,31984
2006,3,31,29.1,1251,31575
2006,4,1,29.46,1377,31808
2006,4,2,29.45,1248,31885
2006,4,3,29.47,1304,31702
2006,4,4,29.0,1335,31318
2006,4,5,29.34,1344,31642
2006,4,6,29.2,1350,31351
2006,4,7,28.91,1353,31916
2006,4,8,29.05,1241,31752
2006,4,9,29.08,1368,32084
2006,4,10,28.6,1332,32052
2006,4,11,28.59,1248,31593
2006,4,12,29.23,1316,32071
2006,4,13,28.67,1413,31203
2006,4,14,29.2,1419,31913
2006,4,15,28.8,1302,31319
2006,4,16,28.73,1355,31241
2006,4,17,29.44,1390,31021
2006,4,18,28.67,1378,31507
2006,4,19,28.71,1245,31428
2006,4,20,29.11,1262,32067
2006,4,21,29.11,1420,31936
2006,4,22,29.13,1278,31958
2006,4,23,29.63,1353,31732
2006,4,24,28.96,1379,31535
2006,4,25,28.74,1432,31292
2006,4,26,29.51,1297,32023
2006,4,27,28.86,1247,31880
2006,4,28,29.19,1320,31862
2006,4,29,28.78,1277,31762
2006,4,30,29.3,1372,32018
2006,5,1,27.99,1240,32299
2006,5,2,28.12,1340,31472
2006,5,3,27.67,1366,32191
2006,5,4,28.38,1305,31703
2006,5,5,28.59,1355,31311
2006,5,6,28.24,1397,31357
2006,5,7,28.02,1377,31717
2006,5,8,28.02,1347,31725
2006,5,9,28.61,1246,32274
2006,5,10,28.59,1288,31715
2006,5,11,27.71,1250,31710
2006,5,12,28.46,1343,32185
2006,5,13,27.65,1403,31850
2006,5,14,28.11,1338,31460
2006,5,15,27.58,1405,31465
2006,5,16,27.88,1282,31935
2006,5,17,28.0,1379,31572
2006,5,18,27.89,1354,32117
2006,5,19,27.58,1289,32048
2006,5,20,27.9,1306,32255
2006,5,21,27.8,1274,32328
2006,5,22,28.15,1256,32300
2006,5,23,27.89,1352,31451
2006,5,24,27.68,1321,31842
2006,5,25,27.9,1327,32304
2006,5,26,28.25,1250,32355
2006,5,27,28.58,1365,31873
2006,5,28,28.12,1424,31174
2006,5,29,28.03,1340,31890
2006,5,30,28.74,1258,32238
2006,5,31,27.85,1246,31949
2006,6,1,27.32,1253,31755
2006,6,2,25.57,1395,32209
2006,6,3,25.91,1248,31982
2006,6,4,26.3,1403,32018
2006,6,5,26.01,1348,31947
2006,6,6,26.63,1339,32135
2006,6,7,26.64,1430,32192
2006,6,8,26.92,1322,32077
2006,6,9,26.59,1308,31800
2006,6,10,26.56,1265,32589
2006,6,11,26.44,1301,32477
2006,6,12,27.49,1375,32268
2006,6,13,26.01,1428,31831
2006,6,14,26.69,1285,32077
2006,6,15,27.79,1319,31463
2006,6,16,26.42,1348,32163
2006,6,17,26.52,1262,32441
2006,6,18,26.27,1286,32485
2006,6,19,26.3,1345,31716
2006,6,20,26.82,1291,32066
2006,6,21,25.95,1364,32533
2006,6,22,26.44,1362,31817
2006,6,23,27.3,1243,32034
2006,6,24,26.74,1362,31932
2006,6,25,26.18,1267,32075
2006,6,26,27.15,1355,32284
2006,6,27,26.85,1422,31745
2006,6,28,26.63,1289,31853
2006,6,29,26.82,1268,32265
2006,6,30,26.31,1342,31691
2006,7,1,25.09,1360,32805
2006,7,2,24.55,1433,32509
2006,7,3,25.8,1408,32242
2006,7,4,24.98,1410,31931
2006,7,5,25.28,1245,32651
2006,7,6,25.52,1298,31888
2006,7,7,25.27,1423,31873
2006,7,8,24.97,1274,32220
2006,7,9,25.35,1408,32501
2006,7,10,25.6,1310,32027
2006,7,11,25.28,1372,31849
2006,7,12,25.11,1317,32687
2006,7,13,24.97,1359,31929
2006,7,14,24.33,1422,32275
2006,7,15,25.52,1268,32551
2006,7,16,25.19,1252,32416
2006,7,17,24.62,1368,32071
2006,7,18,24.84,1314,32821
2006,7,19,25.26,1297,32669
2006,7,20,24.85,1405,31799
2006,7,21,25.28,1438,32655
2006,7,22,25.23,1309,32819
2006,7,23,25.23,1277,32101
2006,7,24,24.81,1283,32445
2006,7,25,25.37,1254,32463
2006,7,26,25.32,1416,32102
2006,7,27,25.64,1307,32199
2006,7,28,24.79,1383,32825
2006,7,29,25.23,1422,32524
2006,7,30,24.19,1343,32056
2006,7,31,25.19,1265,32363
2006,8,1,23.43,1256,32448
2006,8,2,23.45,1286,32876
2006,8,3,22.82,1315,32853
2006,8,4,24.63,1245,32890
2006,8,5,23.92,1420,32818
2006,8,6,23.8,1328,33115
2006,8,7,23.13,1248,33061
2006,8,8,24.46,1283,32754
2006,8,9,23.83,1377,32544
2006,8,10,23.75,1268,33190
2006,8,11,24.15,1250,32235
2006,8,12,23.15,1420,33043
2006,8,13,23.94,1369,32488
2006,8,14,23.61,1413,32110
2006,8,15,23.29,1424,32218
2006,8,16,25.07,1341,32010
2006,8,17,23.82,1295,33124
2006,8,18,23.07,1332,32912
2006,8,19,24.65,1298,32193
2006,8,20,24.08,1336,33025
2006,8,21,23.54,1333,33059
2006,8,22,24.5,1295,32529
2006,8,23,24.11,1357,32923
2006,8,24,23.85,1302,32587
2006,8,25,23.85,1380,32043
2006,8,26,24.09,1268,32630
2006,8,27,24.04,1284,32660
2006,8,28,24.35,1244,33132
2006,8,29,24.7,1268,32271
2006,8,30,24.49,1326,32092
2006,8,31,24.37,1274,32578
2006,9,1,24.17,1406,32453
2006,9,2,23.78,1304,32567
2006,9,3,23.63,1371,32572
2006,9,4,23.77,1361,32859
2006,9,5,23.68,1399,32044
2006,9,6,23.22,1259,32918
2006,9,7,23.67,1305,32505
2006,9,8,23.21,1359,32792
2006,9,9,23.38,1435,32507
2006,9,10,23.08,1431,32458
2006,9,11,23.54,1340,32804
2006,9,12,23.53,1268,33084
2006,9,13,24.3,1288,32423
2006,9,14,23.14,1423,32355
2006,9,15,23.44,1410,32278
2006,9,16,24.11,1353,32618
2006,9,17,23.56,1434,32659
2006,9,18,23.27,1252,33262
2006,9,19,23.79,1252,33234
2006,9,20,23.09,1409,33085
2006,9,21,23.6,1361,32822
2006,9,22,23.95,1432,32752
2006,9,23,23.17,1323,33160
2006,9,24,23.19,1401,32337
2006,9,25,22.69,1416,32748
2006,9,26,24.4,1303,32476
2006,9,27,23.89,1354,32209
2006,9,28,23.54,1375,32126
2006,9,29,23.47,1260,32462
2006,9,30,23.97,1270,32950
2006,10,1,23.75,1318,33104
2006,10,2,24.3,1402,32027
2006,10,3,23.19,1270,33047
2006,10,4,23.55,1270,32603
2006,10,5,23.89,1242,32650
2006,10,6,24.44,1406,32017
2006,10,7,23.73,1306,32784
2006,10,8,23.8,1269,32600
2006,10,9,24.42,1360,32170
2006,10,10,23.86,1256,32684
2006,10,11,23.65,1415,32893
2006,10,12,24.09,1309,32393
2006,10,13,23.43,1282,32756
2006,10,14,22.95,1389,32326
2006,10,15,23.95,1346,32607
2006,10,16,23.57,1419,32109
2006,10,17,23.58,1338,33069
2006,10,18,23.6,1301,32250
2006,10,19,23.69,1246,32737
2006,10,20,23.34,1425,32143
2006,10,21,23.46,1437,32461
2006,10,22,24.0,1301,32407
2006,10,23,23.49,1301,32358
2006,10,24,23.97,1415,32633
2006,10,25,24.36,1308,32119
2006,10,26,23.69,1430,32467
2006,10,27,24.24,1320,32381
2006,10,28,23.86,1283,32826
2006,10,29,24.01,1329,32943
2006,10,30,23.87,1393,32834
2006,10,31,23.71,1345,32355
2006,11,1,25.01,1372,32595
2006,11,2,24.46,1287,33028
2006,11,3,24.72,1405,31824
2006,11,4,24.88,1329,32727
2006,11,5,24.59,1418,32127
2006,11,6,25.55,1434,32435
2006,11,7,25.92,1358,31714
2006,11,8,24.94,1327,32389
2006,11,9,25.19,1312,32717
2006,11,10,24.92,1427,31773
2006,11,11,24.57,1245,33118
2006,11,12,24.52,1372,32266
2006,11,13,25.39,1283,31966
2006,11,14,25.28,1324,32406
2006,11,15,25.89,1308,32187
2006,11,16,25.29,1336,32462
2006,11,17,25.26,1421,32641
2006,11,18,25.26,1269,32460
2006,11,19,24.42,1352,32776
2006,11,20,24.46,1357,32299
2006,11,21,24.76,1282,32362
2006,11,22,24.5,1267,32775
2006,11,23,25.16,1334,32282
2006,11,24,25.22,1370,32775
2006,11,25,24.98,1429,32104
2006,11,26,25.0,1326,32044
2006,11,27,24.79,1337,32288
2006,11,28,24.32,1243,32943
2006,11,29,24.88,1439,32017
2006,11,30,25.52,1349,32017
2006,12,1,26.46,1404,31720
2006,12,2,26.66,1306,32207
2006,12,3,26.94,1240,32552
2006,12,4,26.23,1418,31726
2006,12,5,27.05,1245,32173
2006,12,6,25.67,1393,32510
2006,12,7,26.29,1298,32473
2006,12,8,26.36,1355,32353
2006,12,9,26.86,1328,31925
2006,12,10,26.53,1260,32431
2006,12,11,26.56,1326,32590
2006,12,12,25.63,1331,32512
2006,12,13,26.37,1244,32506
2006,12,14,26.76,1372,32450
2006,12,15,26.24,1240,32687
2006,12,16,26.09,1270,32333
2006,12,17,26.87,1356,32438
2006,12,18,27.04,1250,32092
2006,12,19,27.18,1302,31738
2006,12,20,26.57,1424,31987
2006,12,21,25.67,1329,32067
2006,12,22,26.76,1283,31720
2006,12,23,26.62,1271,31853
2006,12,24,26.54,1302,32328
2006,12,25,26.04,1294,32064
2006,12,26,26.9,1288,32319
2006,12,27,26.12,1401,31832
2006,12,28,26.45,1274,32279
2006,12,29,26.11,1335,32303
2006,12,30,26.84,1340,32371
2006,12,31,25.76,1356,31946
2007,1,1,27.85,1400,31620
2007,1,2,27.82,1285,32752
2007,1,3,28.26,1357,31718
2007,1,4,27.81,1308,32204
2007,1,5,27.5,1413,31944
2007,1,6,28.01,1323,31870
2007,1,7,27.75,1439,32468
2007,1,8,27.75,1382,32494
2007,1,9,28.13,1289,32449
2007,1,10,28.11,1281,32616
2007,1,11,27.83,1270,32609
2007,1,12,27.47,1335,32396
2007,1,13,28.08,1376,31618
2007,1,14,28.06,1351,32206
2007,1,15,27.96,1393,31797
2007,1,16,28.18,1423,32329
2007,1,17,28.09,1270,32614
2007,1,18,28.5,1373,32206
2007,1,19,27.74,1345,32127
2007,1,20,27.61,1317,31914
2007,1,21,27.74,1391,32424
2007,1,22,27.09,1414,32592
2007,1,23,27.75,1321,31833
2007,1,24,27.71,1277,32710
2007,1,25,27.73,1427,31592
2007,1,26,27.79,1359,31681
2007,1,27,29.27,1328,31977
2007,1,28,28.51,1305,31916
2007,1,29,27.39,1419,31811
2007,1,30,27.83,1290,32231
2007,1,31,28.1,1353,31764
2007,2,1,28.69,1427,31871
2007,2,2,28.98,1267,32417
2007,2,3,29.2,1373,32008
2007,2,4,29.35,1382,31695
2007,2,5,28.74,1425,31718
2007,2,6,28.49,1298,32439
2007,2,7,28.9,1380,31763
2007,2,8,29.4,1303,31552
2007,2,9,28.56,1290,31761
2007,2,10,29.43,1452,31470
2007,2,11,29.21,1289,32077
2007,2,12,28.72,1339,31824
2007,2,13,28.63,1425,31593
2007,2,14,28.9,1321,31925
2007,2,15,28.84,1350,32203
2007,2,16,29.4,1337,32184
2007,2,17,29.12,1409,31668
2007,2,18,29.06,1365,31738
2007,2,19,29.03,1263,32470
2007,2,20,29.12,1320,32250
2007,2,21,28.9,1436,31406
2007,2,22,28.94,1452,32067
2007,2,23,29.27,1326,32010
2007,2,24,28.87,1363,31925
2007,2,25,29.79,1379,31614
2007,2,26,29.38,1376,31989
2007,2,27,29.23,1300,32047
2007,2,28,29.39,1272,32197
2007,3,1,30.11,1415,31341
2007,3,2,29.76,1339,32243
2007,3,3,29.5,1322,32334
2007,3,4,29.05,1336,31525
2007,3,5,29.86,1447,31396
2007,3,6,29.97,1290,31799
2007,3,7,29.25,1401,31460
2007,3,8,29.28,1427,32200
2007,3,9,30.08,1453,31683
2007,3,10,29.09,1388,32344
2007,3,11,29.89,1429,32140
2007,3,12,30.02,1375,32183
2007,3,13,29.61,1300,31688
2007,3,14,29.43,1290,32417
2007,3,15,29.92,1453,31534
2007,3,16,29.56,1346,32174
2007,3,17,29.61,1277,31718
2007,3,18,29.84,1376,31643
2007,3,19,29.42,1366,31563
2007,3,20,29.38,1312,31893
2007,3,21,29.19,1387,31718
2007,3,22,28.94,1451,32046
2007,3,23,29.41,1354,31730
2007,3,24,28.82,1342,31540
2007,3,25,28.58,1270,32409
2007,3,26,29.21,1429,32159
2007,3,27,29.67,1388,31758
2007,3,28,29.05,1334,31553
2007,3,29,28.98,1429,32038
2007,3,30,29.69,1381,31720
2007,3,31,29.3,1453,31303
2007,4,1,29.25,1451,31874
2007,4,2,29.24,1392,31807
2007,4,3,29.4,1344,31565
2007,4,4,28.4,1318,32564
2007,4,5,29.37,1348,31635
2007,4,6,29.16,1272,32539
2007,4,7,28.71,1360,32072
2007,4,8,29.05,1356,31901
2007,4,9,28.99,1313,31975
2007,4,10,29.4,1381,32317
2007,4,11,28.43,1445,31975
2007,4,12,29.22,1268,32357
2007,4,13,29.18,1388,31381
2007,4,14,29.76,1345,31353
2007,4,15,28.4,1336,31983
2007,4,16,29.52,1459,31644
2007,4,17,28.99,1452,32158
2007,4,18,29.08,1307,31941
2007,4,19,28.84,1335,32486
2007,4,20,29.07,1428,31371
2007,4,21,28.39,1297,32521
2007,4,22,29.24,1274,31775
2007,4,23,29.37,1417,31741
2007,4,24,29.11,1389,31930
2007,4,25,29.23,1285,32192
2007,4,26,28.65,1449,31556
2007,4,27,29.04,1304,32106
2007,4,28,28.52,1346,32235
2007,4,29,29.04,1421,31508
2007,4,30,29.2,1359,32007
2007,5,1,27.7,1409,31632
2007,5,2,27.99,1454,31822
2007,5,3,28.2,1292,32530
2007,5,4,28.3,1309,32314
2007,5,5,27.64,1410,31799
2007,5,6,27.5,1357,31803
2007,5,7,27.84,1447,31862
2007,5,8,28.07,1436,32431
2007,5,9,28.41,1430,31781
2007,5,10,27.61,1366,32033
2007,5,11,27.88,1324,32447
2007,5,12,27.77,1418,32039
2007,5,13,27.98,1302,32367
2007,5,14,28.12,1397,31732
2007,5,15,27.45,1367,32255
2007,5,16,28.58,1422,32092
2007,5,17,27.47,1280,32632
2007,5,18,27.71,1410,32070
2007,5,19,27.86,1400,32188
2007,5,20,28.59,1408,31779
2007,5,21,27.76,1452,32109
2007,5,22,28.48,1303,32414
2007,5,23,27.81,1338,32238
2007,5,24,28.71,1411,32028
2007,5,25,28.68,1380,31953
2007,5,26,28.26,1411,32277
2007,5,27,28.37,1346,31698
2007,5,28,27.33,1283,32033
2007,5,29,28.2,1458,32137
2007,5,30,27.96,1265,32012
2007,5,31,28.41,1276,32279
2007,6,1,26.29,1347,32219
2007,6,2,26.36,1352,32301
2007,6,3,25.86,1290,33058
2007,6,4,27.01,1401,32654
2007,6,5,27.13,1303,31918
2007,6,6,27.02,1342,32235
2007,6,7,27.04,1448,32085
2007,6,8,27.22,1434,32137
2007,6,9,26.24,1279,32358
2007,6,10,26.55,1448,32104
2007,6,11,26.29,1309,32035
2007,6,12,26.83,1391,32424
2007,6,13,26.1,1442,32049
2007,6,14,26.33,1377,31944
2007,6,15,26.55,1342,32810
2007,6,16,26.97,1386,31828
2007,6,17,26.3,1454,32329
2007,6,18,26.2,1260,32789
2007,6,19,26.11,1290,32761
2007,6,20,26.08,1426,32526
2007,6,21,26.37,1431,31876
2007,6,22,27.02,1307,31883
2007,6,23,27.12,1319,31938
2007,6,24,26.75,1427,32403
2007,6,25,26.25,1425,31958
2007,6,26,25.8,1398,32602
2007,6,27,26.58,1402,31972
2007,6,28,27.63,1268,32466
2007,6,29,26.49,1335,32236
2007,6,30,26.02,1359,32808
2007,7,1,24.84,1419,32799
2007,7,2,25.34,1309,32831
2007,7,3,25.44,1380,32571
2007,7,4,24.88,1337,32840
2007,7,5,24.97,1302,32912
2007,7,6,25.31,1354,33089
2007,7,7,25.0,1427,32203
2007,7,8,25.63,1367,32604
2007,7,9,25.22,1407,32436
2007,7,10,24.88,1270,33055
2007,7,11,24.71,1391,32227
2007,7,12,25.01,1381,32497
2007,7,13,25.85,1292,32163
2007,7,14,25.45,1289,32697
2007,7,15,25.2,1307,32825
2007,7,16,24.62,1404,32386
2007,7,17,25.17,1269,33182
2007,7,18,25.29,1300,32684
2007,7,19,24.79,1326,32331
2007,7,20,24.77,1285,33237
2007,7,21,25.17,1317,32601
2007,7,22,24.91,1327,32989
2007,7,23,25.29,1278,33188
2007,7,24,24.81,1322,33232
2007,7,25,24.98,1281,33117
2007,7,26,25.28,1265,32309
2007,7,27,25.6,1290,33107
2007,7,28,25.43,1302,32406
2007,7,29,25.37,1276,33174
2007,7,30,25.13,1333,32563
2007,7,31,25.25,1336,32923
2007,8,1,23.61,1371,33109
2007,8,2,24.48,1415,32672
2007,8,3,24.91,1374,32782
2007,8,4,23.53,1351,33411
2007,8,5,23.46,1456,32589
2007,8,6,23.38,1338,33180
2007,8,7,23.88,1354,33116
2007,8,8,24.0,1349,32747
2007,8,9,24.67,1347,32344
2007,8,10,24.13,1401,32704
2007,8,11,24.3,1371,32344
2007,8,12,23.42,1435,32623
2007,8,13,24.65,1295,33130
2007,8,14,23.93,1373,33118
2007,8,15,24.34,1377,33033
2007,8,16,23.38,1458,32675
2007,8,17,23.78,1441,32891
2007,8,18,24.24,1389,32735
2007,8,19,23.85,1381,32342
2007,8,20,24.16,1389,32784
2007,8,21,23.8,1439,32388
2007,8,22,24.03,1442,32911
2007,8,23,23.65,1370,32802
2007,8,24,23.92,1392,32434
2007,8,25,24.22,1407,32227
2007,8,26,24.24,1317,32877
2007,8,27,23.32,1433,33264
2007,8,28,23.75,1345,32682
2007,8,29,23.32,1300,32925
2007,8,30,24.17,1446,32400
2007,8,31,24.1,1302,33064
2007,9,1,23.06,1417,32452
2007,9,2,23.18,1389,32457
2007,9,3,23.6,1288,32808
2007,9,4,23.02,1425,32760
2007,9,5,23.41,1270,33074
2007,9,6,23.69,1442,32362
2007,9,7,24.0,1264,32621
2007,9,8,23.39,1390,32800
2007,9,9,23.77,1444,32833
2007,9,10,23.28,1406,32996
2007,9,11,23.2,1306,32881
2007,9,12,23.5,1395,32862
2007,9,13,23.79,1391,33017
2007,9,14,23.36,1266,33186
2007,9,15,23.51,1260,33475
2007,9,16,23.5,1370,33402
2007,9,17,23.99,1313,32511
2007,9,18,23.99,1324,32456
2007,9,19,22.8,1331,33279
2007,9,20,22.89,1366,33356
2007,9,21,23.96,1284,33305
2007,9,22,23.56,1439,32813
2007,9,23,23.75,1299,33223
2007,9,24,23.4,1296,32830
2007,9,25,23.74,1355,32861
2007,9,26,22.93,1357,33302
2007,9,27,23.72,1322,32889
2007,9,28,22.73,1310,33302
2007,9,29,23.6,1454,32284
2007,9,30,23.97,1336,33213
2007,10,1,24.5,1453,32974
2007,10,2,24.02,1336,33130
2007,10,3,24.34,1265,32585
2007,10,4,24.26,1406,32597
2007,10,5,23.91,1304,32464
2007,10,6,24.34,1434,32700
2007,10,7,23.43,1409,33253
2007,10,8,24.21,1362,32901
2007,10,9,24.08,1301,32478
2007,10,10,23.97,1280,32691
2007,10,11,23.3,1323,33082
2007,10,12,23.73,1284,33042
2007,10,13,23.33,1421,33117
2007,10,14,23.62,1414,32324
2007,10,15,24.15,1275,32917
2007,10,16,24.06,1428,32275
2007,10,17,23.11,1401,32511
2007,10,18,24.04,1321,32797
2007,10,19,24.64,1357,33072
2007,10,20,23.35,1312,32804
2007,10,21,24.21,1292,33017
2007,10,22,23.61,1284,32750
2007,10,23,24.06,1379,32832
2007,10,24,24.52,1382,32510
2007,10,25,23.87,1347,32817
2007,10,26,24.14,1282,33193
2007,10,27,24.3,1450,33114
2007,10,28,24.18,1382,32440
2007,10,29,24.14,1305,32857
2007,10,30,23.8,1269,32873
2007,10,31,23.79,1397,33173
2007,11,1,25.37,1439,32413
