Date,Location,Latitude,Longitude,SST (°C),pH Level,Bleaching Severity,Species Observed,Marine Heatwave
03-11-2020,Caribbean Sea,15.0057,-75.0719,29.88,7.989,Low,134,FALSE
10-11-2020,Red Sea,20.054,38.4776,30.42,8.015,Medium,113,TRUE
16-11-2020,Maldives,3.227,73.1784,27.53,8.121,Low,124,FALSE
23-11-2020,Hawaiian Islands,19.8766,-155.6306,29.14,8.14,High,97,FALSE
29-11-2020,Caribbean Sea,15.0012,-74.9294,28.38,8.075,None,105,FALSE
06-12-2020,Great Barrier Reef,-18.2657,147.6898,29.98,8.08,High,144,FALSE
13-12-2020,Hawaiian Islands,19.9258,-155.5665,28.79,8.027,Medium,122,FALSE
19-12-2020,South China Sea,9.9852,115.0084,30.48,7.96,Medium,117,TRUE
26-12-2020,Galápagos,-0.8879,-90.9715,25.32,8.083,None,171,FALSE
01-01-2021,Red Sea,19.9989,38.45,27.74,8.107,None,135,FALSE
08-01-2021,Caribbean Sea,14.9881,-75.0183,27.91,8.016,Low,150,FALSE
15-01-2021,Red Sea,19.9839,38.5609,30.78,8.054,High,90,TRUE
21-01-2021,Red Sea,20.0202,38.4988,27.14,8.093,Medium,115,FALSE
28-01-2021,South China Sea,10.0594,114.9768,28.8,8.058,None,113,FALSE
03-02-2021,South China Sea,10.0293,114.9763,29.81,7.957,Medium,108,FALSE
10-02-2021,Great Barrier Reef,-18.1902,147.6492,27.48,8.096,Low,132,FALSE
16-02-2021,Caribbean Sea,15.0175,-74.9755,29.45,8.086,Medium,116,FALSE
23-02-2021,Hawaiian Islands,19.8847,-155.5492,31.35,7.986,High,76,TRUE
02-03-2021,Galápagos,-0.8984,-90.9716,25.24,8.158,Low,144,FALSE
08-03-2021,Great Barrier Reef,-18.2916,147.7158,28.79,8.08,Low,110,FALSE
15-03-2021,South China Sea,10.0257,114.987,29.61,8.059,None,94,FALSE
21-03-2021,Galápagos,-0.8995,-90.9924,29.71,8.044,Medium,135,FALSE
28-03-2021,Great Barrier Reef,-18.2983,147.6817,28.47,8.035,Low,132,FALSE
04-04-2021,Great Barrier Reef,-18.3679,147.6465,26.9,8.13,Medium,161,FALSE
10-04-2021,Great Barrier Reef,-18.2923,147.6908,28.61,8.106,None,105,FALSE
17-04-2021,Caribbean Sea,15.0119,-74.9512,29.25,8.044,None,127,FALSE
23-04-2021,Hawaiian Islands,19.7616,-155.5489,27.52,7.978,High,137,FALSE
30-04-2021,Maldives,3.2715,73.2138,29.93,8.102,Medium,125,FALSE
06-05-2021,Maldives,3.2848,73.2578,28.61,7.968,None,115,FALSE
13-05-2021,Maldives,3.1606,73.3292,28.24,8.061,None,130,FALSE
20-05-2021,Maldives,3.205,73.3055,27.57,8.078,High,118,FALSE
26-05-2021,Maldives,3.1368,73.1901,28.44,8.03,Low,110,FALSE
02-06-2021,Caribbean Sea,14.9297,-75.0042,26.24,8.133,None,143,FALSE
08-06-2021,South China Sea,9.9271,114.9845,27.37,8.089,None,151,FALSE
15-06-2021,Maldives,3.109,73.2265,28.26,8.088,Low,125,FALSE
22-06-2021,Red Sea,19.9624,38.484,27.31,8.128,None,132,FALSE
28-06-2021,Galápagos,-0.8587,-90.9686,27.44,7.996,Low,103,FALSE
05-07-2021,Great Barrier Reef,-18.3663,147.7126,29.26,7.956,Low,125,FALSE
11-07-2021,Maldives,3.1786,73.228,30.92,8.046,None,91,TRUE
18-07-2021,Galápagos,-0.9984,-91.0732,27.42,8.061,None,115,FALSE
25-07-2021,Great Barrier Reef,-18.2937,147.703,28.16,8.024,Medium,125,FALSE
31-07-2021,Hawaiian Islands,19.9189,-155.6373,30.62,8.003,Low,99,TRUE
07-08-2021,Maldives,3.2382,73.2324,29.93,8.036,Medium,96,FALSE
13-08-2021,Galápagos,-0.9357,-91.0228,28.66,8.045,Low,115,FALSE
20-08-2021,Hawaiian Islands,19.8904,-155.6769,27.68,8.071,High,130,FALSE
26-08-2021,Great Barrier Reef,-18.3385,147.7625,27.2,8.124,None,139,FALSE
02-09-2021,Red Sea,19.9677,38.5888,26.71,8.132,High,152,FALSE
09-09-2021,South China Sea,9.9665,115.0696,28.12,8.072,Medium,127,FALSE
15-09-2021,Red Sea,19.9933,38.5405,29.69,7.939,None,127,FALSE
22-09-2021,Hawaiian Islands,19.8137,-155.5312,30.19,7.962,Low,96,TRUE
28-09-2021,Galápagos,-1.0091,-90.9763,28.04,8.098,None,144,FALSE
05-10-2021,South China Sea,10.0698,114.9719,28.19,7.972,Medium,111,FALSE
12-10-2021,Galápagos,-0.9056,-90.8848,26.65,8.057,Medium,138,FALSE
18-10-2021,Great Barrier Reef,-18.2731,147.6587,29.14,8.014,Low,113,FALSE
25-10-2021,Great Barrier Reef,-18.2598,147.6995,27.85,8.058,Medium,125,FALSE
31-10-2021,South China Sea,9.9815,114.9871,30.9,8.03,Medium,91,TRUE
07-11-2021,Red Sea,20.0348,38.4833,30.26,8.033,Low,100,TRUE
13-11-2021,Maldives,3.2252,73.1422,26.81,8.024,None,139,FALSE
20-11-2021,Red Sea,20.0866,38.6116,29.46,8.056,Medium,83,FALSE
27-11-2021,Great Barrier Reef,-18.3142,147.6598,27.57,8.06,High,122,FALSE
03-12-2021,South China Sea,9.901,115.0374,26.89,8.094,High,167,FALSE
10-12-2021,Hawaiian Islands,19.8508,-155.7093,28.07,8.114,Medium,153,FALSE
16-12-2021,Red Sea,19.9385,38.5248,27.8,8.059,None,166,FALSE
23-12-2021,Red Sea,19.9249,38.5127,29.2,8.09,None,114,FALSE
30-12-2021,South China Sea,10.0154,114.9804,28.9,8.025,Low,125,FALSE
05-01-2022,Red Sea,19.9815,38.5189,28.46,8.107,Medium,119,FALSE
12-01-2022,Hawaiian Islands,19.8081,-155.5197,27.14,8.044,Low,124,FALSE
18-01-2022,South China Sea,10.0687,114.8932,33.21,8.009,Low,76,TRUE
25-01-2022,Hawaiian Islands,19.8941,-155.5685,29.28,8.067,High,120,FALSE
31-01-2022,Hawaiian Islands,19.9013,-155.5927,28.27,8.045,None,139,FALSE
07-02-2022,Red Sea,20.0297,38.353,29.48,8.04,High,109,FALSE
14-02-2022,Hawaiian Islands,19.8774,-155.5266,29.92,7.983,Medium,111,FALSE
20-02-2022,South China Sea,9.9514,114.931,27.56,8.112,Low,143,FALSE
27-02-2022,Caribbean Sea,15.0257,-74.9637,29.27,8.002,Low,118,FALSE
05-03-2022,South China Sea,10.04,115.0377,30.28,8.05,None,107,TRUE
12-03-2022,Caribbean Sea,15.0535,-75.0013,27.18,8.068,Medium,122,FALSE
19-03-2022,Galápagos,-0.9876,-90.9728,27.31,8.058,High,103,FALSE
25-03-2022,Galápagos,-0.9431,-90.9655,27.27,8.107,Medium,146,FALSE
01-04-2022,Red Sea,19.9196,38.4619,27.35,8.026,Low,143,FALSE
07-04-2022,South China Sea,9.9903,114.9868,25.49,8.142,Medium,131,FALSE
14-04-2022,Galápagos,-0.9508,-90.9517,30.54,7.944,High,54,TRUE
20-04-2022,Hawaiian Islands,19.906,-155.4928,30.36,8.023,Medium,94,TRUE
27-04-2022,Great Barrier Reef,-18.2467,147.6505,29.21,8.061,High,128,FALSE
04-05-2022,South China Sea,10.138,115.0196,27.74,8.064,Medium,101,FALSE
10-05-2022,Red Sea,19.9653,38.4795,27.71,8.073,High,115,FALSE
17-05-2022,Galápagos,-0.8977,-90.9656,28.49,8.034,High,122,FALSE
23-05-2022,Great Barrier Reef,-18.2458,147.6558,27.51,8.055,Medium,109,FALSE
30-05-2022,Galápagos,-0.9948,-90.9894,29.81,8.037,None,109,FALSE
06-06-2022,Great Barrier Reef,-18.2446,147.6923,29.09,8.033,Low,118,FALSE
12-06-2022,Galápagos,-0.9829,-91.0875,28.3,8.125,None,135,FALSE
19-06-2022,Hawaiian Islands,19.9451,-155.521,28.63,8.057,Medium,109,FALSE
25-06-2022,South China Sea,9.9842,115.0308,30.31,8.007,Medium,95,TRUE
02-07-2022,Red Sea,20,38.5301,26.33,7.979,None,133,FALSE
09-07-2022,Red Sea,19.939,38.4746,28.28,8.032,Medium,144,FALSE
15-07-2022,Maldives,3.2191,73.2357,29.43,7.974,Low,126,FALSE
22-07-2022,Great Barrier Reef,-18.2909,147.7327,26.89,8.004,None,148,FALSE
28-07-2022,Great Barrier Reef,-18.2683,147.6541,27.2,8.132,Medium,115,FALSE
04-08-2022,Red Sea,20.0821,38.455,29.46,8.014,Medium,119,FALSE
10-08-2022,Red Sea,19.9728,38.4919,28.56,7.999,None,130,FALSE
17-08-2022,Great Barrier Reef,-18.3128,147.6878,27.01,7.952,Low,132,FALSE
24-08-2022,Galápagos,-0.8332,-90.9264,28.47,8.037,None,120,FALSE
30-08-2022,South China Sea,10.0274,114.941,30.17,8.052,Low,114,TRUE
06-09-2022,Galápagos,-0.9319,-90.9646,29.51,8.059,Medium,104,FALSE
12-09-2022,Red Sea,19.9713,38.5051,30.82,7.942,Medium,74,TRUE
19-09-2022,Hawaiian Islands,19.905,-155.5803,28.76,8.057,None,114,FALSE
26-09-2022,Hawaiian Islands,19.9713,-155.6628,27.26,8.07,Low,107,FALSE
02-10-2022,Hawaiian Islands,19.888,-155.4997,28.53,8.061,Low,100,FALSE
09-10-2022,Maldives,3.172,73.2019,28.02,8.124,Low,133,FALSE
15-10-2022,South China Sea,9.9444,115.0123,29.25,8.092,Medium,136,FALSE
22-10-2022,Hawaiian Islands,19.846,-155.6233,26.61,8.076,High,145,FALSE
28-10-2022,Great Barrier Reef,-18.2377,147.6954,28.02,8.067,High,112,FALSE
04-11-2022,South China Sea,10.1045,114.9196,28.78,8.146,Medium,117,FALSE
11-11-2022,Hawaiian Islands,19.8873,-155.6007,28.23,8.124,None,89,FALSE
17-11-2022,Galápagos,-0.8771,-91.0368,28.1,8.037,None,132,FALSE
24-11-2022,Caribbean Sea,14.9201,-74.9769,31.54,7.921,Low,92,TRUE
30-11-2022,Red Sea,19.9669,38.5213,28.53,8.017,None,127,FALSE
07-12-2022,South China Sea,10.0902,114.9905,29.58,7.964,Medium,94,FALSE
14-12-2022,Caribbean Sea,15.0236,-74.9258,29.03,8.024,None,114,FALSE
20-12-2022,Hawaiian Islands,19.8343,-155.5526,29.82,8.001,None,99,FALSE
27-12-2022,Caribbean Sea,15.0133,-75.0218,28.4,8.157,None,117,FALSE
02-01-2023,Caribbean Sea,14.9821,-75.0324,29.62,8.019,None,99,FALSE
09-01-2023,Red Sea,20.0661,38.571,27.6,7.975,None,144,FALSE
15-01-2023,Red Sea,19.9658,38.5395,25.54,8.154,High,131,FALSE
22-01-2023,Red Sea,20.0365,38.5007,27.07,8.058,High,144,FALSE
29-01-2023,Red Sea,20.0053,38.5292,31.46,7.912,None,114,TRUE
04-02-2023,Hawaiian Islands,19.902,-155.6277,26.5,8.08,None,153,FALSE
11-02-2023,Caribbean Sea,14.9936,-74.9244,26.32,8.093,Low,122,FALSE
17-02-2023,Caribbean Sea,15.0182,-74.9557,27.87,7.932,High,129,FALSE
24-02-2023,Galápagos,-0.932,-90.9454,30.35,7.959,None,111,TRUE
03-03-2023,Caribbean Sea,15.0596,-75.0889,28.98,8.015,Medium,113,FALSE
09-03-2023,Red Sea,20.0174,38.4756,27.49,8.072,Medium,113,FALSE
16-03-2023,Great Barrier Reef,-18.3414,147.7332,26.78,8.118,Low,144,FALSE
22-03-2023,South China Sea,9.9137,114.9661,30.29,7.965,Low,95,TRUE
29-03-2023,Galápagos,-0.9307,-90.9264,28.12,8.028,High,145,FALSE
05-04-2023,South China Sea,10.0869,115.0489,28.63,8.007,High,106,FALSE
11-04-2023,Maldives,3.2289,73.2416,30.6,8.04,Low,76,TRUE
18-04-2023,South China Sea,10.0526,114.9501,27.92,8.074,None,155,FALSE
24-04-2023,Great Barrier Reef,-18.1316,147.7295,28.23,8.082,Medium,136,FALSE
01-05-2023,Red Sea,19.984,38.5898,28.85,8.068,Low,126,FALSE
07-05-2023,Red Sea,20.0211,38.5419,27.57,8.041,None,112,FALSE
14-05-2023,Great Barrier Reef,-18.2651,147.7381,29.19,8.12,None,113,FALSE
21-05-2023,Hawaiian Islands,19.9302,-155.6374,27.92,8.096,Medium,138,FALSE
27-05-2023,Red Sea,19.9853,38.4964,26.22,8.078,None,156,FALSE
03-06-2023,Galápagos,-0.925,-90.9406,28.57,8.049,Low,109,FALSE
09-06-2023,Hawaiian Islands,19.9317,-155.5618,29.24,8.009,Low,80,FALSE
16-06-2023,South China Sea,10.0549,114.9761,27.21,8.111,Low,127,FALSE
23-06-2023,Hawaiian Islands,19.9498,-155.5519,29.53,7.961,Medium,127,FALSE
29-06-2023,Galápagos,-0.9407,-90.9841,28.72,7.957,None,123,FALSE
06-07-2023,Maldives,3.1513,73.1531,26.22,8.151,Medium,133,FALSE
12-07-2023,Caribbean Sea,15.0767,-75.0268,25.94,8.045,Low,164,FALSE
19-07-2023,Galápagos,-0.9616,-90.993,28.74,8.07,Low,134,FALSE
25-07-2023,Hawaiian Islands,19.9692,-155.6008,26.51,8.069,None,143,FALSE
01-08-2023,Caribbean Sea,14.9518,-75.0479,29.02,8.037,High,115,FALSE
08-08-2023,Caribbean Sea,14.9621,-75.0115,27.11,8.122,Medium,149,FALSE
14-08-2023,Maldives,3.1105,73.1742,26.26,8.062,Low,141,FALSE
21-08-2023,South China Sea,9.9275,114.9539,26.99,8.09,Medium,136,FALSE
27-08-2023,Galápagos,-0.9899,-90.9568,27.68,8.053,Low,153,FALSE
03-09-2023,Caribbean Sea,15.067,-75.065,29.74,8.066,Low,90,FALSE
10-09-2023,Red Sea,20.0409,38.5769,26.82,8.038,None,152,FALSE
16-09-2023,Hawaiian Islands,19.9104,-155.5552,29.01,8.059,Low,94,FALSE
23-09-2023,Galápagos,-0.9014,-90.9071,28.16,8.055,Low,100,FALSE
29-09-2023,Red Sea,20.0257,38.5286,28.41,8.108,High,115,FALSE
06-10-2023,Great Barrier Reef,-18.2589,147.6482,28.46,8.042,Medium,123,FALSE
12-10-2023,South China Sea,9.9815,114.9934,29.74,8.003,None,83,FALSE
19-10-2023,Red Sea,20.0875,38.5691,26.56,8.123,None,131,FALSE
26-10-2023,Caribbean Sea,15.0132,-74.9853,28.15,8.018,High,113,FALSE
01-11-2023,Great Barrier Reef,-18.3329,147.6576,28.4,8.016,None,131,FALSE
08-11-2023,Hawaiian Islands,19.9712,-155.6118,28.86,8.068,None,123,FALSE
14-11-2023,Great Barrier Reef,-18.2833,147.7363,29.22,7.974,Medium,125,FALSE
21-11-2023,Hawaiian Islands,19.9412,-155.621,28.56,8.083,Medium,116,FALSE
28-11-2023,Great Barrier Reef,-18.2335,147.8174,27.32,8.005,Low,136,FALSE
04-12-2023,Galápagos,-0.9177,-90.9771,30.68,7.939,Medium,108,TRUE
11-12-2023,Maldives,3.1725,73.3067,31.49,7.952,Medium,81,TRUE
17-12-2023,Caribbean Sea,15.043,-75.0194,28.43,8.053,Low,91,FALSE
24-12-2023,Red Sea,19.9993,38.4655,27.76,8.137,Medium,108,FALSE
31-12-2023,Red Sea,20.0407,38.4861,28.08,8.098,None,129,FALSE
